rank,name,number_students,student_staff_ratio,intl_students,female_male_ratio,teaching_score,research_score,citations_score,industry_income_score,international_outlook_score,total_score
1001,M'Hamed Bougara University of Boumerdès,31075,21.1,0,60,13.3,7,11.1,34.5,29.2,12.4725
1001,Michoacán University of San Nicolás of Hidalgo,40381,30.2,1,52,13.4,10.2,11.3,35.4,29.8,13.59
1001,Mie University,7118,9.5,3,37,20.9,11.8,20.7,43.7,20.5,18.65
1001,Ming Chuan University,18590,22.7,12,60,13.6,11.1,10.3,35,30.4,13.655
1001,Minia University,59181,15.6,1,60,15.5,7.2,23.5,34.5,45,18.0975
1001,MIREA - Russian Technological University,19965,17,3,33,15.1,9.6,4.3,58.4,17.5,11.4725
1001,University of Miyazaki,5488,7.9,3,35,20.5,9.9,21.1,36.3,23.1,18.09
1001,Mohammed V University of Rabat,81914,33.4,5,57,28.2,9.9,16.7,41.6,27.8,19.565
1001,University of Monastir,19973,9.7,1,68,20.5,8.9,12.5,34.4,43.2,16.67
1001,University of Montenegro,19171,27.3,2,56,12.6,9.7,15.2,34.8,43.8,15.405
1001,Moscow Aviation Institute,15248,11.7,9,28,24.1,11.7,3,64.6,23.5,15.0175
1001,Moscow Power Engineering Institute,11422,14.7,10,37,18.7,10.7,5.8,56.5,27.4,14.0275
1001,Multimedia University,11080,13.3,9,45,16.5,9.6,11.4,37.4,37.1,14.9675
1001,University of Mumbai,7874,18.1,0,47,31.1,10.2,17.2,35,17.6,19.745
1001,University of Mysore,7810,21.3,10,39,31.3,8.2,8.4,34.8,30.6,17.535
1001,Nagaoka University of Technology,2300,10.7,12,11,24.7,14.6,11.7,41.7,32.8,18.8025
1001,Nagasaki University,9163,7,4,37,25.9,14.4,23.3,39,27.8,22.14
1001,Nagoya City University,4444,7.6,2,53,23.2,14,27.7,45.5,19.4,22.0625
1001,Nagoya Institute of Technology,5661,16.2,4,15,18.8,19.4,12.8,49,22.7,18.2275
1001,Nanjing University of Aeronautics and Astronautics,29542,16.6,3,27,20.8,21.1,19.8,65.5,18.4,21.5275
1001,Nara Medical University,1240,3.3,1,47,24.8,11,21.2,39.3,15.3,19.23
1001,Naresuan University,22863,15.6,1,66,16.7,7.8,12.6,34.9,35.9,14.695
1001,National Changhua University of Education,8180,21.8,8,52,20.3,18.6,12.1,37.4,24.3,18.0575
1001,National Chiayi University,12219,26.3,3,48,14.8,12.1,8.2,65.6,18,13.52
1001,National Chin-Yi University of Technology,7158,24.9,4,39,14,19.4,4.4,44.7,16.9,13.725
1001,National Chung Cheng University,10161,14.9,5,42,19.1,18.3,13.7,41.3,21.2,17.9525
1001,National Chung Hsing University,15077,14.9,5,40,20.8,16.5,19,47.1,24.2,19.8825
1001,National University of Colombia,52085,22.4,1,38,19,14.5,26.1,35.4,35.7,21.4425
1001,National University of Córdoba,59450,10.4,3,68,20.6,9.2,21.2,35.1,34.3,18.75
1001,National University of Cuyo,46096,9.6,2,61,18,7.1,25.7,34.4,37.2,18.89
1001,National University of Kaohsiung,5550,23.3,4,45,13.6,16.1,6.1,38.6,25.5,13.6175
1001,National Polytechnic University (IPN),177983,10.8,0,39,17.6,9,10.7,40.4,21.8,13.835
1001,National Research Saratov State University,9847,9.7,7,61,20.7,11.7,25.7,38.1,29.7,20.61
1001,National University of San Martín,15236,15.8,5,65,16.5,8.8,31.9,35,39.1,20.9675
1001,National University of the South,20987,16,,58,16.4,7.4,7.7,35.8,25.9,12.2875
1001,National Taipei University,8645,17,4,54,19.5,14.9,25.3,35.8,25.1,20.6875
1001,National Taiwan Ocean University,8652,21.6,9,32,18.5,21.5,17.1,52.8,29.9,20.6925
1001,National Technical University Kharkiv Polytechnic Institute,13411,8.4,9,32,19.6,7.8,5.4,34.9,27.5,12.775
1001,National Yunlin University of Science and Technology,9215,24.9,4,42,17.2,26.4,7.3,89.9,18.7,18.92
1001,Nicolaus Copernicus University in Toruń,22438,11.1,2,71,18.8,10.5,22.3,35.4,25.9,18.3075
1001,University of Nigeria Nsukka,34227,13.2,1,51,23,8.6,18.6,35.2,23.8,17.725
1001,Slovak University of Agriculture in Nitra,6570,14.1,2,57,17.7,8.4,9.7,36.2,37.5,14.4575
1001,University of North Carolina Wilmington,14791,19.6,2,62,15.9,7.7,23.3,35.1,26.5,16.935
1001,North China Electric Power University,30733,16.6,2,37,17.3,11.9,28.5,55.9,16.6,19.9525
1001,"University of the North, Colombia",14228,20.5,3,51,15,10.9,11.5,36.7,51.4,15.9925
1001,University of North Florida,12132,17.7,2,57,24.8,10.5,25.7,34.6,24,20.965
1001,Novosibirsk State Technical University,11640,11.4,20,44,20.5,12.6,14.9,38.2,34.6,17.95
1001,Oakland University,15887,18.9,4,57,25.5,12.7,24.5,35.3,28.9,21.86
1001,Ocean University of China,32059,17.5,4,52,20.3,15.6,26.1,44.7,23,21.4425
1001,Ochanomizu University,2775,14.8,4,10,23.3,12.7,13,37.8,23.9,17.4375
1001,Oita University,5693,9.2,1,37,19.4,9.2,20.4,37.5,17.9,16.98
1001,Ondokuz Mayis University,36179,33,6,51,15.5,8.9,6.7,38.4,22.1,11.9475
1001,Osaka Medical College,1248,2.7,1,49,27.2,10.3,12.4,36.5,15.4,17.0375
1001,Osaka Prefecture University,7746,10.1,4,36,22.4,13.5,20.2,41.5,22.4,19.5475
1001,University of Ostrava,8872,18.3,9,70,16.7,13.5,29.2,34.5,40.4,21.7125
1001,University of Pardubice,7266,13.7,7,55,17.8,15.4,10.3,35.5,28.2,16.0525
1001,Paris Nanterre University,33434,36.3,17,62,23.8,16.8,13.9,34.7,50.9,21.035
1001,Perm National Research Polytechnic University,8922,9,7,35,19.3,10.5,2.1,54.9,20.3,12.465
1001,Perm State University,9252,10.5,1,62,18.1,9.7,3.3,37.9,18.5,11.665
1001,University of Peshawar,5647,10.7,2,40,25.2,10.7,15,34.4,34.2,18.695
1001,Pirogov Russian National Research Medical University,8078,6.3,6,72,23.2,9.5,3.5,37.9,21,13.3825
1001,PMAS Arid Agriculture University Rawalpindi,12452,52.1,0,39,13.9,8.8,19.1,34.4,34.7,16.0025
1001,Polytechnic University of Bucharest,29437,13.5,3,36,16.8,10,12.9,34.4,21.4,14.375
1001,Polytechnic University of Timişoara,12646,20.4,3,37,14.2,8.2,17.1,35.5,20,14.2375
1001,Pontifical Bolivarian University (UPB) – Medellín,15118,12.6,1,55,17.5,8.9,7.8,34.7,35.2,13.7675
1001,Pontifical Catholic University of Minas Gerais,34101,21.3,0,57,15.3,7.7,6.7,35.1,19.4,11.2425
1001,Pontifical Catholic University of Paraná,23714,23,1,53,17.4,10.2,23.7,35.9,27.1,18.32
1001,Pontifical Catholic University of Valparaíso,15935,24.4,1,42,17.3,15.9,16,50,48.6,19.655
1001,Prince of Songkla University,39257,15.8,2,69,18.1,10.1,17.6,35.4,32.6,17.07
1001,PSG College of Technology,8325,14.6,0,38,19.8,9.5,12.8,34.9,13.6,14.5225
1001,Riga Technical University,10805,29.8,11,36,19.5,17.5,20.1,55.5,43,21.7425
1001,Rio de Janeiro State University (UERJ),22879,8.9,0,57,24.2,10.9,15.2,38.1,21.6,17.6625
1001,Ritsumeikan University,34413,18.3,6,35,19.1,13.2,16.6,36.8,33.6,18.11
1001,Robert Gordon University,9489,20.4,22,62,16.8,11.3,23.3,35.2,75,21.925
1001,University of the Ryukyus,8222,10.9,2,38,19.2,11.8,15.1,45.2,26.7,16.9625
1001,Saga University,6799,9.6,2,39,21.5,12.4,18.8,47.6,22.9,18.7175
1001,Saitama University,8579,14.3,5,33,19.1,13,22.8,36.4,31.7,19.7575
1001,Saitama Medical University,1909,1.5,0,49,23.6,9.6,28,38.1,15.1,20.445
1001,Samara University,9660,10.6,11,51,18.3,12.4,31,46.6,30.2,21.94
1001,Santa Catarina State University,12922,11.9,1,52,18.1,9.3,19.6,34.5,16,16.1625
1001,"University of Santiago, Chile (USACH)",22818,24.3,2,42,16.2,14.2,12.1,38.1,45.6,17.1225
1001,University of Sargodha,26206,34,0,51,11.7,8.3,10.5,34.4,39.5,12.9725
1001,SASTRA University,12234,14.5,0,52,17,11.9,31.9,34.9,14,20.1625
1001,Sathyabama Institute of Science and Technology,14381,16.9,1,49,18.3,9,10.2,35,15.8,13.31
1001,University of Sciences and Technology Houari Boumediene,41865,22.5,1,58,16.1,7.5,8.1,34.9,35.6,13.0525
1001,University of Science and Technology of Oran Mohamed-Boudiaf,22049,11.7,2,52,18.9,7.1,7.1,34.8,38.3,13.6725
1001,Sechenov University,15354,8.2,16,78,24.5,10,2.6,37.8,36.7,14.8275
1001,Selçuk University,48591,19.4,4,41,15.5,8.5,17.7,34.7,19.8,14.8625
1001,Semnan University,12496,15.4,1,50,16.9,9.9,39.3,34.4,16.5,21.9275
1001,Seoul National University of Science and Technology (SeoulTech),11912,17.2,4,34,17.7,13.5,15.7,39.4,21.5,16.6675
1001,Sepuluh Nopember Institute of Technology,14624,10.6,4,26,19.6,11.1,23.4,62.6,34.7,20.3975
1001,University of Sfax,32178,13.5,1,69,28.9,10.4,17.3,34.4,39.7,20.8175
1001,Shahed University,6350,19.4,0,55,19.3,11.6,10.6,37.2,14.5,14.4675
1001,Shahid Bahonar University of Kerman,14998,23.5,0,58,17.8,13.7,15.1,41.6,15.1,16.1525
1001,​Shahid Chamran University of Ahvaz,12309,21.1,2,61,27.2,18.4,16.2,66.2,16.3,21.4175
1001,Shahrekord University,7378,22.8,0,59,15.6,11.1,35.5,34.8,15.6,20.7
1001,Shahrood University of Technology,8448,24.6,0,44,17.7,13.8,27.8,35.9,18.2,20.0525
1001,Shibaura Institute of Technology Tokyo,7886,24,16,20,16.4,12.5,10,41.3,39.3,15.65
1001,Shiga University of Medical Science,1164,3.1,2,43,25.5,10.2,27.2,42.3,20,21.4275
1001,Shimane University,6086,7.6,2,36,21.5,11.2,14.8,37.8,20.7,16.7475
1001,Shinshu University,10812,10.3,3,32,21.5,14.4,27.9,40.8,24.5,21.9975
1001,Shiraz University of Medical Sciences,10465,10.9,2,58,16.2,10.7,20.7,35.1,16.5,16.395
1001,Shizuoka University,9956,13.6,3,29,17.7,13.4,14.7,38.9,27.6,16.7825
1001,University of Shizuoka,3002,11.6,3,61,20.9,11.9,13.5,38.1,20.3,16.365
1001,Showa University,3659,2.1,1,59,30.3,8.7,20,36.4,16.6,19.855
1001,Siberian Federal University,23800,16.7,4,48,18.1,12.8,6.8,60.5,29,14.9975
1001,Siksha ‘O’ Anusandhan,11703,9.9,0,47,19.1,7.9,19.9,34.7,13.1,15.92
1001,University of Silesia in Katowice,24174,12.8,3,64,18.1,8.8,18.9,34.5,26,16.5525
1001,Silesian University of Technology,20646,12.6,1,34,16.4,9.3,31.7,36.9,16,19.3425
1001,Silpakorn University,24542,19.8,3,69,15.5,8.3,13.6,39.9,27.5,14.28
1001,Simón Bolívar University,10273,24.9,0,46,16.9,9.9,13.8,61.1,45.9,17.15
1001,University of the Sinos Valley,21715,23.7,0,51,18.4,10,21.5,46.3,19.7,17.605
1001,Slovak University of Technology in Bratislava,13108,13.3,3,34,22.5,12.4,9.8,37.1,27.8,16.4225
1001,Sofia University,21988,9.3,6,65,20.7,9.6,14.2,35.3,43.7,17.51
1001,Sohag University,52056,28.8,0,58,13.8,7.4,35.3,34.7,43.5,21.08
1001,University of Sonora,29921,20.9,1,53,13.9,7.4,9.2,34.5,28.2,12.1275
1001,Soongsil University,15516,18.3,6,42,20.8,10.7,15.2,36.1,25.7,16.84
1001,Sophia University,13369,24.2,9,56,21.6,11.6,14.3,36,40.3,18.1725
1001,University of Sousse,25335,11.1,1,67,22.7,7.8,13.6,34.4,36.1,16.7975
1001,University of South Africa,193874,155.2,7,67,22.1,19.1,15,35.2,43.7,21.0175
1001,University of South China,21401,10,0,55,19.2,9.7,10.9,38.3,14.7,14
1001,Southern Federal University,19038,9.1,9,55,20.4,10,20.4,41.9,27.1,18.32
1001,Southern Medical University,19306,6.6,7,58,27.2,12.2,24.9,39.5,23.5,22.04
1001,South Ural State University,28840,17.1,5,45,16.1,10.5,20.7,39.5,20,16.6775
1001,South Valley University,47488,47.9,0,60,12.8,7.9,37.8,34.6,45.7,21.8425
1001,University of South Wales,15664,14.8,19,53,16.2,9.2,27.9,34.9,64,21.6625
1001,Southwest Jiaotong University,38059,15.9,2,25,17.9,16.6,20.8,81,24.3,20.4375
1001,Srinakharinwirot University,22247,17.4,0,66,19.9,8.4,12.6,40.6,20.9,14.8525
1001,SRM Institute of Science and Technology,51031,15.6,2,22,16.9,8.2,18.1,34.6,18.1,15.1825
1001,State University of Maringá,22620,12.5,1,58,19.6,10,8.8,34.7,17.4,13.6925
1001,State University of Ponta Grossa,11911,12.5,0,52,17.6,8.5,26.5,34.4,18.4,18.02
1001,State University of Santa Cruz,3954,4.7,0,54,27.4,7.6,8.5,35.7,23.4,15.6975
1001,St Petersburg Electrotechnical University (LETI),8021,12.5,18,30,19.8,13,20.5,54.7,32.6,19.8025
1001,Süleyman Demirel University,46705,27.5,3,48,11.2,8.4,11.5,34.5,17.6,11.5125
1001,Sumy State University,9293,10.4,13,,19.8,10,13.3,37.8,39.8,16.86
1001,Suranaree University of Technology,15901,34.1,1,55,19.7,12.3,27,44.5,32.1,21.22
1001,SWPS University of Social Sciences and Humanities,13561,35.3,9,74,15.1,12.3,21,34.5,51.8,19.2675
1001,Szent István University,12796,18.7,11,49,16.5,10.5,17.8,35.4,40.1,17.3325
1001,University of Talca,10795,16.1,1,48,15.3,11.2,27.5,44.7,49.5,21.03
1001,Tamil Nadu Agricultural University,6279,7.6,0,62,23.5,8.9,2.7,40.5,14.8,12.6525
1001,Tamkang University,26032,24.7,8,48,16.4,13,12.8,35.9,30.2,15.8225
1001,University of Tarapacá,8708,25.1,2,55,12.7,13.7,10.8,34.4,50.2,15.785
1001,Taras Shevchenko National University of Kyiv,23229,8.8,3,58,23.5,9.8,8.3,35,31.5,15.7175
1001,Technical University of Cluj-Napoca,19745,17.9,1,36,15.2,9.9,16.9,35.2,21.5,15.0925
1001,Technical University of Košice,8767,11.5,9,29,20.8,12.5,10.2,44,27.6,16.22
1001,Technical University of Liberec,5321,9.5,12,55,19.8,11.9,5.9,40.5,38.8,15.2025
1001,"University of Technology, Iraq",10450,6.3,0,60,20.5,6.9,20.3,34.6,37.5,17.9875
1001,Universiti Teknologi MARA,54483,17.1,0,66,18.1,12.8,10.9,34.7,18.3,14.78
1001,Texas State University,31893,19.1,1,58,17.4,14.3,27.3,36.4,30.4,20.89
1001,Thammasat University,33506,12.1,1,65,18.6,11.7,11.7,38.9,34.4,16.1525
1001,University of Tlemcen,43446,24.5,1,67,29.1,8.8,5.6,34.8,37,16.695
1001,TOBB University of Economics and Technology,5836,16.8,1,47,15.7,11.1,23.4,35.3,24.9,17.81
1001,Toho University,5204,13.2,1,50,21.7,13.5,25.8,39.1,17.3,20.575
1001,Tokai University,29848,13,2,26,18.9,9.7,20.8,36.8,23.4,17.495
1001,Tokat Gaziosmanpaşa University,23679,20.9,2,46,13.1,7.7,17.8,34.6,16.6,13.69
1001,Tokushima University,7553,8.7,3,35,26.5,19.1,15,55.1,22.6,21.2525
1001,Tokyo University of Agriculture,12221,33.9,2,41,16,9.8,10.5,36.4,19.1,13.2325
1001,Tokyo City University,7481,14.9,1,23,16.7,10.3,6.8,41.6,19,12.605
1001,Tokyo Denki University,9285,25.6,2,12,15.2,9.3,3.4,39.6,17.7,10.6875
1001,Tokyo University of Marine Science and Technology,2654,10.7,7,33,24.3,13.9,10.4,47.7,33.3,18.27
1001,Tomas Bata University in Zlín,8546,19.5,10,58,18.7,17.4,12.6,37.2,42,18.69
1001,Tottori University,6096,7.5,2,36,21.6,10.8,12.4,37.3,19.9,15.865
1001,University of Toyama,9133,12,3,40,21.1,13,20.3,44.4,27.3,19.4775
1001,Toyo University,32404,30.5,5,42,15,8.7,6.6,35.3,30.8,12.2825
1001,Toyohashi University of Technology (TUT),2135,8.8,7,9,21.9,16.7,16.3,51.1,26,19.6975
1001,Tribhuvan University,418053,36,0,45,11.4,6.9,30.8,34.4,45.8,19.025
1001,Tunghai University,15704,26.8,10,54,15,12.6,10.6,37.7,34.6,14.9975
1001,University of Tunis El Manar,33923,10.1,1,64,25.6,9.9,18.3,34.5,40.8,20.0625
1001,Tzu Chi University,3492,10.1,5,60,20,14.1,15.1,39.1,20.3,17.26
1001,Ufa State Aviation Technical University,14111,5.6,1,39,20.7,7.6,10.5,34.5,19,13.9275
1001,Ural Federal University,25000,11.6,11,50,23.8,17,12.5,51.1,44.6,20.6125
1001,Urmia University,13500,28.6,0,50,20,12.9,18.3,38.1,14.9,17.43
1001,Utsunomiya University,4872,13.4,4,36,18,10.3,6,36.6,22.8,12.915
1001,University of Valladolid,23232,12.3,6,54,21.7,11.8,23.1,38.1,37.7,20.76
1001,University of Valparaíso,16211,18.5,3,59,16.7,9.7,18.4,34.5,48.7,17.955
1001,"University of Veterinary and Animal Sciences, Lahore",5794,28.5,1,49,14.5,10.3,8.5,42.2,36.5,13.7825
1001,Vietnam National University (Ho Chi Minh City),63479,21.7,1,,14.1,8.7,16,42.8,40.3,15.7325
1001,Vilnius Gediminas Technical University,9551,14.1,10,48,16.2,12.4,31.7,40.7,39.6,22.0775
1001,V.N. Karazin Kharkiv National University,17109,9.1,25,48,20.6,9.3,9,34.6,49.9,16.2775
1001,Volgograd State Technical University,14764,15,7,35,15.1,9.2,21.9,43.2,19.4,16.395
1001,Voronezh State University,15246,11,10,58,21.1,8.7,4.2,35.3,25.9,13.025
1001,VŠB - Technical University of Ostrava,13381,14.7,13,36,18.6,13.2,10.1,41.4,38.9,16.5225
1001,Warsaw University of Technology,29709,12.9,6,34,19.2,11.8,30.7,39.8,25.1,21.3875
1001,Wenzhou Medical University,15971,11.7,5,61,16.7,12.7,28,37.7,24.2,19.9775
1001,University of West Bohemia,10540,15.2,5,54,18.1,15.7,16.7,39.1,29.8,18.3625
1001,Western Paraná State University (Unioeste),11927,9.1,0,59,18.8,10.7,4,34.9,15.2,12.0625
1001,West University of Timişoara,13550,18,4,66,17.9,9.2,11.9,35.5,28,14.6875
1001,Wrocław University of Science and Technology,28329,14.8,3,34,16.6,10.8,21.3,38.9,21,17.1575
1001,Yamagata University,8913,8.7,2,36,21.8,12.2,17.7,50.6,22.3,18.4475
1001,Yamaguchi University,10580,10.8,5,37,20.8,12.5,14.9,42.3,25.2,17.4075
1001,University of Yamanashi,4659,6.3,4,31,24,10.7,25.6,36.8,21.6,20.63
1001,Yanshan University,32748,15.3,1,39,17.5,11.2,14.9,50.6,15.9,15.5375
1001,Yarmouk University,35353,30.4,9,61,19.4,8.3,7.1,35.6,48.7,14.9825
1001,Yazd University,13745,30.2,1,58,16.6,14.4,16.1,36.9,16.6,16.2975
1001,Yeditepe University,19508,37.4,2,55,18.8,12.2,11.9,68,19.6,16.04
1001,Yıldız Technical University,36946,33.5,4,39,15.4,12.9,23,45.6,21.1,18.1125
1001,Yokohama National University,9889,12.5,7,29,22.7,16.5,16.2,49.1,26.7,19.85
1001,Yuan Ze University,8356,19.5,8,42,17.3,13.9,15.5,47,28.3,17.3075
1001,Zagazig University,156419,24,1,53,13.6,7.7,29.6,34.4,38.8,19.04
1001,University of Zagreb,68216,18.9,3,59,17.8,12.9,25.3,37.4,33,20.21
1001,University of Zanjan,9980,25.1,0,54,17,12.3,28.5,43.8,18.7,19.8375
1001,Zhejiang University of Technology,31228,14.7,8,,16.7,14.2,32.3,51.4,24.4,22.075
